Powerhouse Museum,2013-08-06T20:59:44+0000,21145917717_10151825771782718,10,3,0,0.032958199,link,Construction workers on the Sydney Harbour Bridge had a dangerous  but undeniably scenic workplace. This photograph shows some workers cleaning the stone pylons while suspended on... More
Powerhouse Museum,2013-08-05T20:48:02+0000,21145917717_10151823373677718,8,3,0,0.01774398,link,This photograph from the Phillips collection shows a little girl with a pull along horse. Other examples of pull along toys including horses can be... More
Powerhouse Museum,2013-08-05T03:58:35+0000,21145917717_10151821972227718,8,0,0,0.029372497,photo,Delicious looking edible walls as part of Sydney Design  on now:
Powerhouse Museum,2013-08-04T20:40:30+0000,21145917717_10151821207442718,4,2,0,0.018162393,link,Wolfgang Sievers took this dramatic photo at the Electrolytic Zinc Works in Risdon  Tasmania in 1959. It shows wide copper pipes and narrow steel walkways... More
Powerhouse Museum,2013-08-01T20:44:11+0000,21145917717_10151814664602718,4,2,0,0.012133468,link,In 1932 five mystery hikes around Sydney were organised by the railways  with the department store F.J. Palmer and Sons as the commercial sponsor. Hikers... More
Powerhouse Museum,2013-08-01T01:32:14+0000,21145917717_10151812962427718,2,2,0,0.011082694,link,The life of women changed significantly with domestic design innovations of the 1950s and 60s  with access to time- saving devices like washing machines. With the advent of washing machines  fridges  kitchen whiz’s and hills hoist to name a few  the …
Powerhouse Museum,2013-07-31T20:36:35+0000,21145917717_10151812433322718,8,3,0,0.013736264,link,Today is the 1st of August  the official birthday for all racehorses in the Southern Hemisphere. It seems like a good day to feature this... More
Powerhouse Museum,2013-07-30T23:26:31+0000,21145917717_10151810810932718,11,4,0,0.032376298,link,A couple of month’s back I was contacted by a Daily Telegraph journo  doing a story about Sydney’s ‘Gatsby-style’ mansions. Baz Luhrmann’s take on The Great Gatsby had just hit the screens and the media was searching for evidence that 1920s Sydney …
Powerhouse Museum,2013-07-30T20:58:48+0000,21145917717_10151810569762718,2,0,0,0.012484395,link,This studio photograph of a small family group is interesting to compare with a similar image posted on POTD in May  also depicting a man... More
Powerhouse Museum,2013-07-29T20:51:15+0000,21145917717_10151808451507718,2,0,0,0.015665796,link,Hedda Morrison photographed this couple sheltering from the sun at the Stuttgart folk festival in 1931. In this image Hedda Morrison uses the shape of... More
Powerhouse Museum,2013-07-29T05:05:59+0000,21145917717_10151807104702718,4,2,0,0.029821074,link,Hi – We are – Beth Anastasiou and David Hampton. We currently work at Newcastle Museum. Beth works as the Business Support Assistant coordinating venue hire and assisting with museum administrative duties and David works as Public Programs Assistant …
Powerhouse Museum,2013-07-28T20:43:58+0000,21145917717_10151806239507718,2,0,0,0.008658009,link,This photograph is part of a stereoview (reproduced below) and was published by Photographie C. G. a Paris between 1860 and 1890. The photograph shows an... More
Powerhouse Museum,2013-07-26T00:47:43+0000,21145917717_10151800910437718,5,0,0,0.01726122,link,National Tree Day is a community tree planting event held at the end July. Schools Tree Day is today  26th July 2013 and it seemed like a good excuse to feature another of Agard Hagman’s paintings from 1888. This painting illustrates Eucalyptus …
Powerhouse Museum,2013-07-25T20:51:27+0000,21145917717_10151800308147718,7,2,0,0.022380468,link,This image of the Sydney Town Hall was taken by Sydney based photographer Henry King  probably in the 1890s. It shows a familar view of... More
Powerhouse Museum,2013-07-24T20:43:53+0000,21145917717_10151798282892718,5,0,0,0.030837004,link,It has always been common practice for people to have themselves painted or photographed with possessions or objects that help to construct their identity. This... More
Powerhouse Museum,2013-07-23T23:33:45+0000,21145917717_10151796426957718,6,2,0,0.015037594,link,Gwyn Hanssen Pigott was one of Australia’s most illustrious studio ceramicists whose fine skill and cerebral approach to her art will be greatly missed. After a 1960s to 70s repertoire of stone ware  from the 1980s Gwyn became famous for her fine and …
Powerhouse Museum,2013-07-23T20:36:43+0000,21145917717_10151796156197718,5,0,0,0.01682243,link,This photograph from the studio of Charles Kerry appears to be a standard harbour view but it also provides a birds-eye view into one of... More
Powerhouse Museum,2013-07-22T20:58:35+0000,21145917717_10151793817222718,0,0,0,0.014184397,link,No more magnificent structure of design or appointment of its type can be found in the colonies  and certainly not in Sydney  than the... More
Powerhouse Museum,2013-07-22T02:15:58+0000,21145917717_10151792096657718,3,1,1,0.012658228,link,As one of the three ISEA2013 exhibitions closes this week  I found myself reflecting on the artworks and wondering at the possible connections to our collection. One of the most unusual works to experience in Synapse | a selection was Kirsty Boyle’s …
Powerhouse Museum,2013-07-21T20:51:03+0000,21145917717_10151791575932718,2,0,0,0.010574018,link,These two proud men in uniform were photographed by David Mist in London in the early 1960s as part of his London ‘characters’ series. The... More
Powerhouse Museum,2013-07-21T00:12:50+0000,21145917717_10151789859247718,6,2,0,0.014508929,link,Join us on Monday evening as we celebrate the 30th anniversary of Dick Smith's first solo circumnavigation of the world in a rotary wing aircraft.  http://www.powerhousemuseum.com/whatson/talk_Dick-Smith.php
Powerhouse Museum,2013-07-18T20:58:02+0000,21145917717_10151785766482718,10,4,0,0.04440649,link,In the 1890s  Pyrmont and Ultimo were thriving industrial suburbs with a combined population of 19 177. Rail connected the suburbs to the port and trams... More
Powerhouse Museum,2013-12-31T03:25:19+0000,21145917717_10152156075042718,1,0,0,0.027777778,link,See the future of magic as the superheroes of stage illusion hit Sydney for this summer’s entertainment spectacular - The Illusionists 2.0 at Sydney Opera House:  http://bit.ly/1hGUflb   For your chance to win a double pass to see The Illusionists 2.0 on 9 Jan 2pm  email competitions@sydneyoperahouse.com with the subject line POWERMAGIC by 06/01/14 and in 25 words  tell us which Illusionist you would be and why.
Powerhouse Museum,2013-12-30T20:51:39+0000,21145917717_10152155442507718,5,0,0,0.047318612,link,This photograph of the spectacular New Year’s Eve fireworks over the Sydney Opera House was taken by Powerhouse Museum photographer Sotha Bourn while working at... More
Powerhouse Museum,2013-12-29T20:44:14+0000,21145917717_10152153299032718,4,0,0,0.060344828,link,This photograph was taken unbeknownst to the two men sitting peacefully in their back yard somewhere in Darlinghurst in the late 1960’s. There are so... More
Powerhouse Museum,2013-12-26T19:51:51+0000,21145917717_10152147207447718,4,0,0,0.033670034,link,Hazel Benini  the wife and creative partner of the fashion photographer Bruno Benini  named this photograph as one of her favourite portraits of her husband.... More
Powerhouse Museum,2013-12-25T20:43:27+0000,21145917717_10152145145217718,0,1,0,0.021352313,link,The sight of yachts on Sydney Harbour is a sure sign of the summer holiday season. This card by Kerry & Co would have been... More
Powerhouse Museum,2013-12-24T23:03:31+0000,21145917717_10152142839487718,3,2,0,0.056338028,link,I am pretty excited to share these floral brooches with you by contemporary studio jeweller Roseanne Bartley. Not only are they recent acquisitions for the Museum’s permanent collection  but they will also be displayed in our exciting and upcoming …
Powerhouse Museum,2013-12-24T20:35:45+0000,21145917717_10152142536757718,2,0,0,0.014814815,link,For many 20th century artists  designers and photographers  champagne  feasting and baubles were not the only preoccupations in the lead up to Christmas. The delight... More
Powerhouse Museum,2013-12-23T20:57:55+0000,21145917717_10152140484877718,4,2,0,0.038251366,link,This photograph depicting an idealised moment between a mother and daughter busy trimming their Christmas tree is part of a 1954 press release from the... More
Powerhouse Museum,2013-12-23T02:13:32+0000,21145917717_10152138877732718,3,1,0,0.051903114,link,Book now for minecraft  game design  game coding  electronics and animation workshops in Thinkspace at the Powerhouse this school holidays.  http://www.powerhousemuseum.com/thinkspace/
Powerhouse Museum,2013-12-23T00:17:23+0000,21145917717_10152138678062718,2,0,0,0.014234875,link,December is here and Christmas starts announcing its approach with sprigs of sparkly neon tinsel and piles of fake snow in air conditioned department stores. I love shiny things and generally run at Christmas full tilt  unplanned  slightly hysterical …
Powerhouse Museum,2013-12-22T20:50:33+0000,21145917717_10152138309132718,8,3,0,0.024725275,link,This photograph by the renowned Australian photographer Frank Hurley shows members of the British  Australian and New Zealand Antarctic Expedition (BANZARE)  led by Douglas Mawson in... More
Powerhouse Museum,2013-12-21T12:21:10+0000,21145917717_10152135102662718,0,0,0,0.011673152,link,Right now  China’s Yutu (“Jade Rabbit”) roving vehicle is exploring the Mare Imbrium region on the Moon  in the early stages of a mission scheduled to last for three months. The Chang-e 3 lander that delivered Yutu to the Moon on December 14 was the …
Powerhouse Museum,2013-12-20T00:30:18+0000,21145917717_10152132284412718,5,0,0,0.024064171,video,Season's Greetings from all of us at the Powerhouse Museum https://www.youtube.com/watch?v=v1-gXHt18J4
Powerhouse Museum,2013-12-19T20:57:51+0000,21145917717_10152131947437718,4,1,0,0.032738095,link,Christmas shopping  as distinct from Christmas itself  has a long tradition. This photograph from the Tyrrell collection shows a Christmas sale sign displayed in Sydney... More
Powerhouse Museum,2013-12-18T20:50:13+0000,21145917717_10152129883647718,1,0,0,0.009569378,link,This charming Christmas greeting is from the studio celebrity milliner  Mr John of New York. It shows Mr John Pico John on the left  a... More
Powerhouse Museum,2013-12-17T23:40:01+0000,21145917717_10152128189552718,1,3,0,0.061349693,link,A groovy shopping mall is a contradiction in terms for many people. Yet that is what has just opened at the Central Park development on Sydney’s Broadway. As malls go the new one is small but it’s illuminated from above by a Jean Nouvel-designed …
Powerhouse Museum,2013-12-17T20:42:46+0000,21145917717_10152127889277718,1,0,0,0.03030303,link,Powerhouse Museum photographer Jean-Francois Lanzarone captured this image while photographing the local area for the Powerhouse exhibition Paradise  Purgatory and Hellhole: a history of Pyrmont... More
Powerhouse Museum,2013-12-16T20:35:34+0000,21145917717_10152125801177718,2,0,0,0.031578947,link,We thought we would start sharing some of our Christmas related content from the collection this week including this reproduction from a glass plate negative in our... More
Powerhouse Museum,2013-12-16T00:24:18+0000,21145917717_10152123986437718,3,0,0,0.014545455,link,I know I’ve said this before but our collection continues to amaze me with its countless curious and bizarre objects. An example of this is the three intricate miniature model cows made of beeswax and calf hair. They’re a curious form of folk art …
Powerhouse Museum,2013-12-15T20:57:43+0000,21145917717_10152123613897718,0,0,0,0.008032129,link,From a real body  which was there  proceed radiations which ultimately touch me  who am here; the duration of the transmission is insignificant; the photograph... More
Powerhouse Museum,2013-12-15T02:36:39+0000,21145917717_10152121733782718,9,0,1,0.067375887,photo,Edward Kenway  from Assassin's Creed  playing arcade games in the Game Masters exhibition!  http://www.powerhousemuseum.com/gamemasters/
Powerhouse Museum,2013-12-13T05:26:48+0000,21145917717_10152117509002718,9,1,4,0.0484375,photo,Preparing for The #Oopsatoreum  Object Preservation is such a careful task often undertaken in a laboratory but occasionally you need a full on workshop.   Exhibition now open. http://www.powerhousemuseum.com/exhibitions/oopsatoreum/
Powerhouse Museum,2013-12-13T03:29:03+0000,21145917717_10152117345277718,2,0,0,0.015267176,link,Australians are reeling with the announcement on 11 December  2013  that Holden  an Australian icon  will stop building cars here in 2017. How has this happened? With some 66 makes available in Australia these days  twice the choice US drivers have  …
Powerhouse Museum,2013-12-13T01:22:52+0000,21145917717_10152117157842718,22,6,5,0.075520833,photo,Game Masters: The Exhibition is now open at the Powerhouse Museum - come and play over 100 video games from old school ones like Space Invaders  Pacman  Asteroids through to console classics and modern marvels.  http://powerhousemuseum.com/gamemasters/ (photo by Paula Bray)
Powerhouse Museum,2013-12-12T20:35:30+0000,21145917717_10152116672637718,1,0,0,0.007662835,link,This portrait by an unattributed studio shows a Miss Wallace  according to the information inscribed on the glass plate negative  (see detail below). The negative... More
Powerhouse Museum,2013-12-12T07:07:30+0000,21145917717_10152115614597718,2,2,0,0.077702703,link,Check out Game Masters: The Game  an action-packed mobile game for one or two players. Available for iOS and Android: http://powerhousemuseum.com/gamemasters/app
Powerhouse Museum,2013-12-12T01:05:34+0000,21145917717_10152115002732718,2,8,0,0.114754098,photo,Science meets art when you create these gelatine decorations. Learn why gelatine changes it's properties when heated and mixed with water. For this and other fun Christmas craft and science at the Children's Website http://play.powerhousemuseum.com/make-and-do/special-occasions/
Powerhouse Museum,2013-12-12T01:05:34+0000,21145917717_10152115002722718,0,0,0,6,photo,Science meets art this Christmas at the Children's Website. Find this Salt Crystal art activity and a lot more at  http://play.powerhousemuseum.com/make-and-do/special-occasions/
Powerhouse Museum,2013-12-12T01:05:34+0000,21145917717_10152115002712718,0,0,0,0.080808081,photo,Join the Children's Website team in celebrating the holiday season. We have lots of craft activities and recipes here  http://play.powerhousemuseum.com/make-and-do/special-occasions/
Powerhouse Museum,2013-12-11T20:57:46+0000,21145917717_10152114310442718,7,1,0,0.042553191,link,This photograph  from our Tyrrell collection  was taken by an un-attributed photographer between the late nineteenth century and 1935. This was taken on the corner... More
Powerhouse Museum,2013-12-11T00:16:59+0000,21145917717_10152112566637718,1,0,0,0.018050542,link,If you’re a fan of mid-century modern furniture  the Powerhouse Museum’s current display is a must-see. 7 Australian Designers profiles a number of Australia’s celebrated modernists and includes iconic furniture by Grant Featherston  Gordon Andrews  …
Powerhouse Museum,2013-12-10T20:50:15+0000,21145917717_10152112206427718,3,0,0,0.039877301,link,This fantastic moment capturing four women and a young girl in a carriage was photographed c. 1880-1923 in Sydney by an unattributed photographer from our... More
Powerhouse Museum,2013-12-10T03:56:09+0000,21145917717_10152110800947718,2,0,0,0.027355623,photo,Wil Loeng and Yippee Ki Ai talk cardboard. Wil as The #Oopsatoreum graphic designer took care of all the 2D design as well as the quirky object props in The Oopsatoreum-handcrafted by Yippee Ki Ai.  Oopsatoreum is now open at the Powerhouse Museum: http://powerhousemuseum.com/exhibitions/oopsatoreum
Powerhouse Museum,2013-12-10T01:37:02+0000,21145917717_10152110578587718,2,0,0,0.043046358,link,Who remembers the Asteroids video game? http://en.wikipedia.org/wiki/Asteroids_(video_game) Well you can spend all day playing it and over 100 games at Game Masters: The Exhibition starting next weekend!  http://powerhousemuseum.com/gamemasters/games
Powerhouse Museum,2013-12-09T20:42:36+0000,21145917717_10152110062172718,1,0,0,0.014760148,link,This photograph was taken at the Beatles concert at the Sydney Stadium in June  1964 by a lucky fan with a very good seat. The... More
Powerhouse Museum,2013-12-09T07:32:57+0000,21145917717_10152108871127718,6,1,0,0.039215686,photo,Henry Archibald Mintox  who bears an eerily close resemblance to Edison  is the famous and fictional star of The #Oopsatoreum. “I never failed once. It just happened to be a 2000-step process” is a comment is attributed to Thomas Alva Edison. Who’s counting? was Henry’s rejoinder. On now at the Powerhouse Museum: http://www.powerhousemuseum.com/exhibitions/oopsatoreum/
Powerhouse Museum,2013-12-09T00:01:45+0000,21145917717_10152108180172718,0,1,0,0.017361111,link,‘Save your Burnt-out Lamps. Repairs guaranteed equal to new.’ This line appeared in Sydney newspaper ads from 1918 to 1920. The small ads included an eye-catching drawing of a light globe with ‘OLD LAMPS MADE NEW’ written inside it. The Electric Lamp …
Powerhouse Museum,2013-12-08T20:35:03+0000,21145917717_10152107739092718,1,1,0,0.033536585,link,Award-winning author and illustrator Shaun Tan explores this forgotten world in The Oopsatoreum  a fictional tale of a strikingly original but spectacularly unsuccessful inventor called... More
Powerhouse Museum,2013-12-07T22:29:44+0000,21145917717_10152105713467718,6,0,0,0.028481013,link,Today join the members of The Shire Concert Band as they perform a selection of concert and jazz music in the Turbine Hall.
Powerhouse Museum,2013-12-05T20:42:08+0000,21145917717_10152100813267718,8,2,0,0.05785124,link,Award-winning author and illustrator Shaun Tan explores this forgotten world in The Oopsatoreum  a fictional tale of a strikingly original but spectacularly unsuccessful inventor called... More
Powerhouse Museum,2013-12-04T20:34:33+0000,21145917717_10152098393472718,2,1,0,0.029605263,link,This photograph  by Kerry & Co.  shows the view of Grose Valley from Breakfast Point. The photograph  with it’s decoratively inscribed title would most likely... More
Powerhouse Museum,2013-12-03T22:26:24+0000,21145917717_10152096474817718,8,7,9,0.024029575,status,Video game fans: 50 available spots for the 12 Dec VIP launch for Game Masters (6-8pm). Register your interest by emailing GM_START@phm.gov.au *only the first 50 to respond will be notified**must be 18+* #gamersdev #gamersunite #phmGM
Powerhouse Museum,2013-12-03T20:56:19+0000,21145917717_10152096314582718,3,0,0,0.028301887,link,This photograph from the Tyrrell collection  shows the collonade of the General Post Office in Sydney. The signs on the right hand side show dedicated... More
Powerhouse Museum,2013-12-03T00:15:39+0000,21145917717_10152094368707718,4,1,0,0.035326087,link,Norman Hetherington was a creator of wonder  but also  what may not be as well known  he was a creator of edifying realism. Having served in the Second World War  Hetherington got a taste of and developed a talent for performance art  being part of …
Powerhouse Museum,2013-12-02T20:48:39+0000,21145917717_10152093995917718,3,0,0,0.02173913,link,This is the final image in a series showing the installation of the Catalina Flying Boat  Frigate Bird II into the Boiler Hall of the... More
Powerhouse Museum,2013-12-02T06:23:34+0000,21145917717_10152092728472718,1,0,0,0.042168675,link,Work with us! The position going is: Project Editor - Editorial & Publishing. Visit http://www.jobs.nsw.gov.au  and search by the Job reference number 000029OV
Powerhouse Museum,2013-12-02T00:08:05+0000,21145917717_10152092111477718,6,0,0,0.018617021,link,This stylish image was taken by the museum in association with a previous exhibition called ‘Take a seat’. The shot features the Gazelle Chair designed... More
Powerhouse Museum,2013-12-01T00:30:02+0000,21145917717_10152089751292718,1,0,0,0.005698006,link,Since its inception on 1 December 1988  World AIDS Day has played an important role in the ongoing global fight to remove the threat of HIV and AIDS. First diagnosed in 1981  the HIV and AIDS epidemic continues to be one of the world’s most …
Powerhouse Museum,2013-11-30T06:52:42+0000,21145917717_10152088214942718,7,1,0,0.036395147,photo,Read about our upcoming Oopsatoreum exhibition in today's edition of  The Daily Telegraph Best Weekend
Powerhouse Museum,2013-11-28T23:45:24+0000,21145917717_10152085276267718,4,3,0,0.021526419,link,These two pairs of undies are part of a large collection of equipment and personal items used by Antarctic adventurers James Castrission (Cas) and Justin Jones (Jonsey) on their ‘Crossing the Ice’ Antarctic expedition to the South Pole  2011-2012. …
Powerhouse Museum,2013-11-28T20:48:17+0000,21145917717_10152084958577718,2,0,0,0.011267606,link,This photograph shows vaudeville performer Lulu Zesch  wearing one of her stage costumes  taken in Los Angeles at Kessler studios in the early years of... More
Powerhouse Museum,2013-11-27T20:40:43+0000,21145917717_10152082622437718,4,3,0,0.044843049,link,The Museum is developing an exhibition in May next year that will be looking at the design of information technology products through most of last... More
Powerhouse Museum,2013-11-27T00:29:19+0000,21145917717_10152080811467718,1,0,0,0.008310249,link,Governor-General Quentin Bryce surprised Australia by mentioning two controversial issues at the conclusion of her final Boyer Lecture. She spoke with her usual grace as she presented positive opinions on both marriage equality and a future …
Powerhouse Museum,2013-11-26T20:33:00+0000,21145917717_10152080383697718,6,1,0,0.022522523,link,This photograph from the Tom Lennon photographic archive collection shows Hunter Street Sydney from the George Street corner. According to our collection records some of... More
Powerhouse Museum,2013-11-25T20:54:52+0000,21145917717_10152077858947718,1,0,0,0.007228916,link,The Coronet stereo camera was designed specifically for the hobbyist stereo photographer. The camera was very simple to operate  and one lens could be blanked... More
Powerhouse Museum,2013-11-25T00:13:59+0000,21145917717_10152075570962718,2,0,2,0.018324607,link,The image above shows a few of the chairs in storage at the Powerhouse Discovery Centre: the museum’s off site storage and collection care facility at Castle Hill. The collection stores are generally not open to the public but behind-the-scenes tours …
Powerhouse Museum,2013-11-24T20:47:09+0000,21145917717_10152075017782718,5,1,0,0.028436019,link,This photograph from the Tyrrell collection shows Hunter Street  Sydney looking south from George Street. Some buildings visible are (on the left) the Sydney Morning Herald Building (no.38)... More
Powerhouse Museum,2013-11-23T00:28:24+0000,21145917717_10152069877097718,9,3,0,0.035242291,link,The weekend of November 23/24  2013 marks the 50th anniversary of the first screening of the iconic British science fiction television series Doctor Who First screened in the UK on November 23  1963  the adventures of the nameless wandering time …
Powerhouse Museum,2013-11-22T00:10:34+0000,21145917717_10152066899467718,11,5,1,0.055913978,link,"Makers see a need but rather than asking somebody else to address it  they take matters into their own hands and fix things themselves." A fantastic article by Olivier Mehani  one our Makers featured this Sunday at the Sydney Mini Maker Faire.
Powerhouse Museum,2013-11-21T20:56:37+0000,21145917717_10152066418312718,5,1,0,0.022088353,link,This image attributed to George Bell  shows a group of well dressed and equipped men crossing the Wollondilly River. Three of the men are on... More
Powerhouse Museum,2013-11-21T06:56:09+0000,21145917717_10152064693462718,5,2,0,0.041575492,link,Droids ahoy!! Come and see them at the Mini Maker Faire here at the Powerhouse Museum on Sunday… http://makerfairesydney.com 
