Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
‘The revolution is not an apple that falls when it is ripe. You have to make it fall’. Che Guevara Computing devices are now so ensconced in our lives that the notion of being deprived of one of these devices is seen as a removal of liberty. The loss …	LER	link	61.73	65.86	13.15	4.76	12.25	18.37	2.04	4.08	0.00	0.00	4.08	0.00	2.04	0.00	0.00	0.00	2.04	2.04	0.00	0.00	2.04	2.04	2.04	0.00	2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
We have been busy in our photography studio recently photographing the Collette Dinnigan collection including this beautiful slip dress of fine silk gauze handstitched with black... More	LER	link	92.84	93.07	15.12	99.00	13.50	33.33	7.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.81	0.00	3.70	7.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This Calumet large format view camera was used by Wolfgang Sievers. Wolfgang Sievers’ photography is recognised in national and international collections. This camera was used... More	LER	link	64.27	50.00	38.39	25.77	6.50	38.46	0.00	0.00	0.00	0.00	0.00	3.85	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
I’ve been holidaying in Europe recently; mainly Italy and Greece  but we also managed a day in Marseille. France’s oldest and second-largest city is European City of Culture for 2013 so there is even more to see than usual. Focusing on Marseille as a …	LER	link	69.57	50.00	90.56	25.77	15.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	4.44	2.22	0.00	0.00	2.22	0.00	4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Following on from yesterday’s post and to mark the United Nations International Day of the World’s Indigenous Peoples  here is another photograph of Mavis Warrngilna Ganambarr ... More	LER	link	98.75	64.46	79.42	25.77	13.50	37.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Seats still available for this Hypothetical at the Powerhouse this evening (part of Sydney Design 2013)...	LER	link	97.17	50.00	35.37	25.77	16.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph shows Mavis Warrngilna Ganambarr  one of Australia’s leading fibre artists  whose work is featured in the Love Lace exhibition. It was shot on... More	LER	link	88.28	77.92	5.76	89.84	8.67	30.77	3.85	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	7.69	0.00	0.00	3.85	7.69	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
To mark this year’s Engineering Week  I decided to feature Florence Violet Wallace  aka Florence McKenzie or Mrs Mac  a 1923 graduate of Sydney Technical College who later donated her diploma to the Museum. She was also a path-breaker  teacher  …	LER	link	86.78	68.71	1.17	25.77	20.50	34.15	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	2.44	0.00	2.44	2.44	0.00	0.00	0.00	0.00	4.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph from the Phillips collection shows a little girl with a pull along horse. Other examples of pull along toys including horses can be... More	LER	link	99.00	50.00	17.46	25.77	8.67	19.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Wolfgang Sievers took this dramatic photo at the Electrolytic Zinc Works in Risdon  Tasmania in 1959. It shows wide copper pipes and narrow steel walkways... More	LER	link	95.89	50.00	38.39	25.77	8.67	23.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
In 1932 five mystery hikes around Sydney were organised by the railways  with the department store F.J. Palmer and Sons as the commercial sponsor. Hikers... More	LER	link	99.00	64.46	15.12	25.77	6.75	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The life of women changed significantly with domestic design innovations of the 1950s and 60s  with access to time- saving devices like washing machines. With the advent of washing machines  fridges  kitchen whiz’s and hills hoist to name a few  the …	LER	link	99.00	68.71	1.00	25.77	20.50	26.83	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Today is the 1st of August  the official birthday for all racehorses in the Southern Hemisphere. It seems like a good day to feature this... More	LER	link	99.00	50.00	83.83	89.84	8.67	23.08	3.85	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This studio photograph of a small family group is interesting to compare with a similar image posted on POTD in May  also depicting a man... More	LER	link	98.86	87.57	5.76	89.84	13.00	19.23	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	11.54	0.00	0.00	7.69	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Hedda Morrison photographed this couple sheltering from the sun at the Stuttgart folk festival in 1931. In this image Hedda Morrison uses the shape of... More	LER	link	99.00	50.00	38.39	89.84	8.67	23.08	3.85	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph is part of a stereoview (reproduced below) and was published by Photographie C. G. a Paris between 1860 and 1890. The photograph shows an... More	LER	link	98.75	50.00	1.00	25.77	5.40	25.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.81	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
National Tree Day is a community tree planting event held at the end July. Schools Tree Day is today  26th July 2013 and it seemed like a good excuse to feature another of Agard Hagman’s paintings from 1888. This painting illustrates Eucalyptus …	LER	link	96.41	68.29	68.01	70.57	14.00	26.19	2.38	0.00	0.00	0.00	0.00	2.38	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Gwyn Hanssen Pigott was one of Australia’s most illustrious studio ceramicists whose fine skill and cerebral approach to her art will be greatly missed. After a 1960s to 70s repertoire of stone ware  from the 1980s Gwyn became famous for her fine and …	LER	link	94.84	75.74	1.00	69.60	21.50	18.60	4.65	2.33	0.00	0.00	2.33	2.33	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	2.33	2.33	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph from the studio of Charles Kerry appears to be a standard harbour view but it also provides a birds-eye view into one of... More	LER	link	97.65	50.00	1.22	25.77	13.50	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	3.70	18.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
No more magnificent structure of design or appointment of its type can be found in the colonies  and certainly not in Sydney  than the... More	LER	link	92.84	2.31	69.14	99.00	12.50	20.00	8.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	4.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
As one of the three ISEA2013 exhibitions closes this week  I found myself reflecting on the artworks and wondering at the possible connections to our collection. One of the most unusual works to experience in Synapse | a selection was Kirsty Boyle’s …	LER	link	99.00	50.00	71.40	25.77	20.50	29.27	0.00	0.00	0.00	0.00	0.00	7.32	0.00	2.44	7.32	0.00	0.00	0.00	0.00	0.00	2.44	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
These two proud men in uniform were photographed by David Mist in London in the early 1960s as part of his London ‘characters’ series. The... More	LER	link	99.00	77.92	5.76	89.84	8.67	11.54	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Join us on Monday evening as we celebrate the 30th anniversary of Dick Smith's first solo circumnavigation of the world in a rotary wing aircraft.  http://www.powerhousemuseum.com/whatson/talk_Dick-Smith.php	LER	link	99.00	87.34	43.37	25.77	17.50	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.43	5.71	0.00	0.00	0.00	5.71	2.86	0.00	0.00	0.00	0.00	0.00
For many 20th century artists  designers and photographers  champagne  feasting and baubles were not the only preoccupations in the lead up to Christmas. The delight... More	LER	link	97.77	22.08	63.54	99.00	8.67	38.46	7.69	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	3.85	3.85	0.00	0.00	0.00	7.69	11.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
December is here and Christmas starts announcing its approach with sprigs of sparkly neon tinsel and piles of fake snow in air conditioned department stores. I love shiny things and generally run at Christmas full tilt  unplanned  slightly hysterical …	LER	link	76.78	50.00	88.50	25.77	19.50	30.77	2.56	2.56	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	0.00	2.56	0.00	0.00	2.56	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Right now  China’s Yutu (“Jade Rabbit”) roving vehicle is exploring the Mare Imbrium region on the Moon  in the early stages of a mission scheduled to last for three months. The Chang-e 3 lander that delivered Yutu to the Moon on December 14 was the …	LER	link	99.00	50.00	94.19	25.77	23.00	15.22	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This charming Christmas greeting is from the studio celebrity milliner  Mr John of New York. It shows Mr John Pico John on the left  a... More	LER	link	98.86	87.57	17.46	89.84	8.67	19.23	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	0.00	11.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
I know I’ve said this before but our collection continues to amaze me with its countless curious and bizarre objects. An example of this is the three intricate miniature model cows made of beeswax and calf hair. They’re a curious form of folk art …	LER	link	79.25	50.00	46.36	68.66	14.67	25.00	2.27	0.00	0.00	0.00	0.00	6.82	2.27	0.00	0.00	0.00	2.27	0.00	2.27	0.00	2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
From a real body  which was there  proceed radiations which ultimately touch me  who am here; the duration of the transmission is insignificant; the photograph... More	LER	link	64.27	50.00	1.40	25.77	13.00	26.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Australians are reeling with the announcement on 11 December  2013  that Holden  an Australian icon  will stop building cars here in 2017. How has this happened? With some 66 makes available in Australia these days  twice the choice US drivers have  …	LER	link	82.68	68.71	25.63	25.77	13.67	24.39	0.00	0.00	0.00	0.00	0.00	2.44	4.88	0.00	2.44	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	2.44	0.00
This portrait by an unattributed studio shows a Miss Wallace  according to the information inscribed on the glass plate negative  (see detail below). The negative... More	LER	link	99.00	22.08	5.76	1.00	8.67	30.77	0.00	3.85	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Check out Game Masters: The Game  an action-packed mobile game for one or two players. Available for iOS and Android: http://powerhousemuseum.com/gamemasters/app	HER	link	98.75	86.68	4.97	25.77	13.50	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	0.00	14.81	0.00	3.70	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	0.00
Science meets art when you create these gelatine decorations. Learn why gelatine changes it's properties when heated and mixed with water. For this and other fun Christmas craft and science at the Children's Website http://play.powerhousemuseum.com/make-and-do/special-occasions/	HER	photo	31.44	75.24	46.36	99.00	14.67	29.55	9.09	0.00	0.00	0.00	0.00	2.27	9.09	0.00	0.00	0.00	2.27	0.00	0.00	0.00	2.27	2.27	2.27	0.00	0.00	0.00	2.27	0.00	0.00	0.00	0.00	0.00
Science meets art this Christmas at the Children's Website. Find this Salt Crystal art activity and a lot more at  http://play.powerhousemuseum.com/make-and-do/special-occasions/	HER	photo	88.98	74.76	23.51	99.00	15.00	30.00	6.67	0.00	0.00	0.00	0.00	3.33	3.33	0.00	3.33	0.00	0.00	0.00	0.00	0.00	3.33	0.00	3.33	0.00	0.00	0.00	3.33	0.00	0.00	0.00	0.00	0.00
Join the Children's Website team in celebrating the holiday season. We have lots of craft activities and recipes here  http://play.powerhousemuseum.com/make-and-do/special-occasions/	HER	photo	83.44	95.75	3.81	99.00	14.50	31.03	6.90	0.00	0.00	0.00	0.00	0.00	3.45	0.00	3.45	0.00	0.00	0.00	0.00	0.00	13.79	6.90	3.45	0.00	0.00	0.00	3.45	0.00	0.00	0.00	0.00	0.00
If you’re a fan of mid-century modern furniture  the Powerhouse Museum’s current display is a must-see. 7 Australian Designers profiles a number of Australia’s celebrated modernists and includes iconic furniture by Grant Featherston  Gordon Andrews  …	LER	link	95.12	70.57	1.65	25.77	18.50	43.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.41	2.70	2.70	2.70	5.41	0.00	0.00	2.70	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph was taken at the Beatles concert at the Sydney Stadium in June  1964 by a lucky fan with a very good seat. The... More	LER	link	99.00	50.00	17.46	99.00	8.67	15.38	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	11.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
‘Save your Burnt-out Lamps. Repairs guaranteed equal to new.’ This line appeared in Sydney newspaper ads from 1918 to 1920. The small ads included an eye-catching drawing of a light globe with ‘OLD LAMPS MADE NEW’ written inside it. The Electric Lamp …	LER	link	99.00	67.52	19.82	68.66	8.80	20.45	2.27	0.00	0.00	0.00	0.00	0.00	2.27	0.00	2.27	2.27	0.00	6.82	0.00	2.27	0.00	0.00	2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This stylish image was taken by the museum in association with a previous exhibition called ‘Take a seat’. The shot features the Gazelle Chair designed... More	LER	link	99.00	64.99	1.40	25.77	8.67	26.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	3.85	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Since its inception on 1 December 1988  World AIDS Day has played an important role in the ongoing global fight to remove the threat of HIV and AIDS. First diagnosed in 1981  the HIV and AIDS epidemic continues to be one of the world’s most …	LER	link	99.00	67.16	82.75	25.77	22.50	15.56	4.44	4.44	2.22	4.44	0.00	2.22	2.22	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	2.22	4.44	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph shows vaudeville performer Lulu Zesch  wearing one of her stage costumes  taken in Los Angeles at Kessler studios in the early years of... More	LER	link	99.00	64.99	17.46	25.77	13.00	30.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Governor-General Quentin Bryce surprised Australia by mentioning two controversial issues at the conclusion of her final Boyer Lecture. She spoke with her usual grace as she presented positive opinions on both marriage equality and a future …	LER	link	96.76	97.06	1.65	99.00	18.50	37.84	8.11	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00	2.70	0.00	0.00	2.70	0.00	2.70	0.00	2.70	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The Coronet stereo camera was designed specifically for the hobbyist stereo photographer. The camera was very simple to operate  and one lens could be blanked... More	LER	link	82.00	50.00	1.00	25.77	8.67	26.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The image above shows a few of the chairs in storage at the Powerhouse Discovery Centre: the museum’s off site storage and collection care facility at Castle Hill. The collection stores are generally not open to the public but behind-the-scenes tours …	LER	link	99.00	32.10	87.51	69.60	21.50	20.93	2.33	0.00	0.00	0.00	0.00	2.33	0.00	0.00	2.33	0.00	4.65	4.65	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Read about our use of a new interactive film technology “HitON” to create a virtual tour of our chair collection: http://www.powerhousemuseum.com/openhouse/2013/11/using-interactive-video-with-the-museums-online-collection/	LER	link	99.00	95.20	1.00	77.00	36.00	25.00	2.78	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	2.78	0.00	0.00	11.11	2.78	0.00	0.00	0.00	0.00	2.78	0.00	0.00	0.00	0.00	0.00
Its not going to be all robots and electronics at the Maker Faire on Sunday...	LER	link	92.84	9.13	98.01	25.77	15.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	6.67	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Do you remember the monkeys riding tiny bicycles at Sydney’s Taronga Park Zoo? This miniature tandem bicycle was made for the Zoo’s monkey circus and used between 1936 and 1940. It’s one of the most unusual bicycles produced by the Sydney firm  …	LER	link	94.88	68.29	1.06	25.77	14.00	26.19	0.00	0.00	0.00	0.00	0.00	2.38	7.14	2.38	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00
This is another historical post card from the Julian Tension-Woods collection. This time the subject is the town of Arima  Japan  known for it hot... More	LER	link	92.84	50.00	33.94	1.00	9.00	18.52	0.00	3.70	3.70	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This photograph is from a large  leather bound scrapbook of material relating to the career of Australian fashion designer Beril Jents from 1931 to 1988. The pages... More	LER	link	99.00	50.00	1.06	25.77	9.33	28.57	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	3.57	0.00	3.57	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
On 24 November 2013  the Powerhouse Museum will host a Mini Maker Faire. This is a spin-off from the US Maker Faire movement  which encourages individuals to make things and share the joy of making. We don’t plan to have our Aibo robotic dog on …	LER	link	92.84	95.89	9.25	99.00	15.33	13.04	6.52	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.87	2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Last month musicians from the Sydney Symphony Orchestra visited the Museum for our annual concert for adults living with a disability.	LER	photo	99.00	97.14	37.24	25.77	21.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
This Spring and Summer project is a creative way to think about and discuss the birds in your area and what they might use to make their nests. Set up your dispenser and watch from a distance as birds will scare easily. http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/food-and-garden-craft/bird-nest-material-dispenser/  For more fun gardening activities: http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/	HER	photo	74.24	81.22	3.53	97.00	26.33	16.46	6.33	1.27	1.27	0.00	0.00	1.27	6.33	0.00	1.27	0.00	0.00	1.27	0.00	0.00	0.00	1.27	1.27	0.00	0.00	0.00	2.53	0.00	0.00	0.00	0.00	0.00
A small garden in a pair of re-purposed boots is a great introduction to the joys of gardening. Strawberries make a good choice as they can be eaten straight from the boot! http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/food-and-garden-craft/old-boot-garden/  For more fun gardening activities: http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/	HER	photo	96.18	55.76	1.12	99.00	23.00	15.94	8.70	0.00	0.00	0.00	0.00	1.45	5.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.45	1.45	2.90	0.00	0.00	2.90	0.00	0.00	0.00	0.00	1.45
In this experiment we observe what happens to organic matter over time as bacterial organisms do their job to break it down. We also explore the concepts of recycling  reusing and composting. http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/food-and-garden-craft/compost-watch/  For other fun gardening activities visit: http://play.powerhousemuseum.com/make-and-do/the-kitchen-and-garden/	HER	photo	73.36	76.89	9.79	94.01	22.67	26.47	4.41	0.00	0.00	0.00	0.00	1.47	4.41	0.00	0.00	0.00	1.47	1.47	0.00	0.00	2.94	0.00	2.94	0.00	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00
